ProductCode,ProductName,MODEL,SKU_TYPE,CATEGORY,SUB_CATEGORY,SIZE_GROUP
8855671019453,HAIER ตู้เย็น 1 ประตู ขนาด 6.3 คิว HR-DMB18 CB สีฟ้า,HR-DMB18 CB,SELLABLE,RF,1Dr,↓ 10Q
8855671019460,HAIER ตู้เย็น 1 ประตู ขนาด 6.3 คิว HR-DMB18 CC สีช็อคโกแลต,HR-DMB18 CC,SELLABLE,RF,1Dr,↓ 10Q
8855671019477,HAIER ตู้เย็น 1 ประตู ขนาด 6.3 คิว HR-DMB18 CO สีทอง,HR-DMB18 CO,SELLABLE,RF,1Dr,↓ 10Q
8855671019484,HAIER ตู้เย็น 1 ประตู ขนาด 6.3 คิว HR-DMB18 CP สีม่วง,HR-DMB18 CP,SELLABLE,RF,1Dr,↓ 10Q
6971926010500,HAIER โทรทัศน์ Smart Android TV FHD  43K8000A สีดำ,43K8000A,SELLABLE,TV,FHD,43-50"
6971926010517,HAIER โทรทัศน์ Smart Android TV 4K 50นิ้ว  50K8000UA สีดำ,50K8000UA,SELLABLE,TV,UHD,43-50"
8855671032391,CANDY เครื่องปรับอากาศ Inverter 9200 BTU รุ่น CE-09VPCT สีขาว,CE-09VPCT,ONLINE,AC,Inverter,10KBTU↓
8855671032551,"CANDY เครื่องปรับอากาศ Inverter 12,300 BTU รุ่น CE-12VPCT สีขาว",CE-12VPCT,ONLINE,AC,Inverter,12-13KBTU
8855671033831,"CANDY เครื่องปรับอากาศ Inverter 18,000 BTU รุ่น CE-18VPCT สีขาว",CE-18VPCT,ONLINE,AC,Inverter,18KBTU
8855671027830,CANDY เครื่องปรับอากาศ Fix speed ขนาด 9000 BTU CWP09RA03T สีขาว,CWP09RA03T,SELLABLE,AC,Fix Speed,10KBTU↓
8855671027847,CANDY เครื่องปรับอากาศ Fix speed ขนาด 12000 BTU  CWP12RA03T สีขาว,CWP12RA03T,SELLABLE,AC,Fix Speed,12-13KBTU
8855671027861,CANDY เครื่องปรับอากาศ Inverter ขนาด 9000 BTU  CWVN09RA03T สีขาว,CWVN09RA03T,SELLABLE,AC,Inverter,10KBTU↓
8855671027878,CANDY เครื่องปรับอากาศ Inverter ขนาด 12000 BTU  CWVN12RA03T สีขาว,CWVN12RA03T,SELLABLE,AC,Inverter,12-13KBTU
8855671022729,HAIER เครื่องทำน้ำอุ่น 3500 วัตต์ EI35G1(W) สีขาว,EI35G1(W),SELLABLE,WH,Digital,3500W
8855671015813,HAIER เครื่องทำน้ำอุ่น ขนาด 4500 วัตต์ EI45EH-B สีขาว,EI45EH-B,SELLABLE,WH,Manual,4500W
8855671022767,HAIER เครื่องทำน้ำอุ่น ขนาด 4500 วัตต์ EI45G2 (G) Digital LED สีทอง,EI45G2(G),SELLABLE,WH,Digital,4500W
8855671014199,HAIER เครื่องทำน้ำอุ่น ขนาด 4500 วัตต์ EI45M-B สีขาว,EI45M-B,SELLABLE,WH,Manual,4500W
8855671015820,HAIER เครื่องทำน้ำอุ่น ขนาด 6000 วัตต์ EI60EH-B สีขาว,EI60EH-B,SELLABLE,WH,Digital,6000W
8855671026512,HAIER เครื่องทำน้ำร้อนแบบหม้อต้มความจุน้ำ 80 ลิตร FCD-JTHA80-?(ET)TH สีขาว,FCD-JTHA80-(ET)TH,SELLABLE,WH,Storage,0
6930265384222,HAIER ตู้แช่ 2 ระบบ Low Frost 5.0 คิว FST-208H-2 สีขาว,FST-208H-2,SELLABLE,FZ,Chest,0
8855671008211,HAIER ตู้แช่ฝาทึบ  3.7 คิว/103 ลิตร HCF-108H-2 (WW) สีขาว,HCF-108H-2 WW,SELLABLE,FZ,Chest,↓ 10Q
6930265383997,ตู้แช่2 ระบบ 3.7คิว กระจกขาว HCF-108H-2GFST(WW),HCF-108H-2 WW,SELLABLE,FZ,Chest,↓ 10Q
8855671015783,ตู้แช่ฝาทึบ Haier 9.2 คิว/259 ลิตร สีขาว  รุ่น HCF-328H-2 (N2),HCF-328H-2,SELLABLE,FZ,Chest,0
8855671015097,HAIER ตู้แช่แข็ง ฝาทึบ 9.2 คิว Model HCF-328H-2(N2) สีขาว,HCF-328H-2(N2),SELLABLE,FZ,Chest,0
6971930000000,HAIER โทรทัศน์ Google TV HQLED 4K รุ่น  H75K7UG สีดำ,H75K7UG,SELLABLE,TV,QLED,75" ↑
8855670000000,HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ EI35M-B สีขาว,EI35M-B,SELLABLE,WH,Manual,3500W
8859470000000,HAIER ตู้เย็น 2 ประตู Inverter ขนาด 11.8 คิว รุ่น HRF-320MNI สีดำ,HRF-320MNI BK,SELLABLE,RF,2Dr,10-14Q
6976454830941,HAIER Smart TV ขนาด 85นิ้ว รุ่น H85S800UX สีดำ,H85S800UX,SELLABLE,TV,QLED,75" ↑
S6976454830941,สินค้าตัวโชว์ HAIER Smart TV ขนาด 85นิ้ว รุ่น H85S800UX สีดำ,H85S800UX,SELLABLE,TV,QLED,75" ↑
8855671032377,HAIER เครื่องปรับอากาศ Inverter 9200 BTU รุ่น HSU-09VQEC03T สีขาว,HSU-09VQEC03T,SELLABLE,AC,Inverter,10KBTU↓
8855671032537,"Haier เครื่องปรับอากาศ Inverter 12,300 BTU รุ่น HSU-12VQEC03T สีขาว",HSU-12VQEC03T,SELLABLE,AC,Inverter,12-13KBTU
8855671022651,HAIER เตาแก๊สแบบฝังหน้ากระจก 3 หัวเตา HGH-QHA9331 สีดำ,HGH-QHA9331,SELLABLE,KT,Hob,0
8855671022668,HAIER เตาแก๊สแบบฝังหน้ากระจก 2 หัวเตา HGH-QHA932 สีดำ,HGH-QHA932,SELLABLE,KT,Hob,0
8855671028400,Casarte เตาแก๊สแบบฝังหน้ากระจก 2 หัวเตา TCKGH-C5G76 สีดำ,TCKGH-C5G76,SELLABLE,KT,Hob,0
8855671033992,"HAIER เครื่องปรับอากาศ Inverter (UV Cool Voice) ขนาด 12,300 BTU รุ่น HSU-13VRSA05B สีฟ้า",HSU-13VRSA05B,SELLABLE,AC,Inverter,12-13KBTU
8855671034135,HAIER เครื่องปรับอากาศ Premium Inverter ขนาด 12300 BTU รุ่น HSU-12VRRA05 สีขาว,HSU-12VRRA05,SELLABLE,AC,Inverter,12-13KBTU
8855671033114,Haier เครื่องปรับอากาศ Inverter 30700 BTU HSU-30VQAC03T,HSU-30VQAC03T,SELLABLE,AC,Inverter,24KBTU↑
8855671034111,HAIER เครื่องปรับอากาศ Premium Inverter ขนาด 9200 BTU รุ่น HSU-09VRRA05 สีขาว,HSU-09VRRA05,SELLABLE,AC,Inverter,10KBTU↓
8855671030793,"Haier เครื่องปรับอากาศแบบตั้งแขวน Inverter 36,915 BTU รุ่น HCFI-36PSR32 (220V.)",HCFI-36PSR32,SELLABLE,CAC,CEILING,0
8855671033923,HAIER ตู้เย็น 2 ประตู ขนาด 16 คิว รุ่น HRF-460MGI สีขาวกระจก,HRF-460MGI,SELLABLE,RF,2Dr,15-19Q
6976454833409,HAIER LED TV ขนาด 55 นิ้ว รุ่น H55K85FUX สีดำ,H55K85FUX,SELLABLE,TV,UHD,55-58"
8855671034326,HAIER ตู้เย็น 2 ประตู ขนาด 16.7 คิว รุ่น HRF-490IWMGU1 สีน้ำเงินกระจก,HRF-490IWMGU1,SELLABLE,RF,2Dr,15-19Q
6976454833126,HIAER LED TV ขนาด 43 นิ้ว รุ่น H43K85FFX สีดำ ,H43K85FFX,SELLABLE,TV,UHD,43-50"
6976454833102,HAIER LED TV ขนาด 75 นิ้ว รุ่น H75K85FUX สีดำ,H75K85FUX,SELLABLE,TV,UHD,75" ↑
6976454833669,HAIER LED Google TV  ขนาด 32 นิ้ว รุ่น 32H5F สีดำ,32H5F,SELLABLE,TV,FHD,↓ 43"
6976454833201,HAIER LED TV ขนาด 65นิ้ว รุ่น H65K85FUX สีดำ,H65K85FUX,SELLABLE,TV,UHD,65-70"
S6976454833409,สินค้าตัวโชว์ HAIER LED TV ขนาด 55 นิ้ว รุ่น H55K85FUX สีดำ,H55K85FUX,DEMO,TV,UHD,55-58"
S6976454833126,สินค้าตัวโชว์ HIAER LED TV ขนาด 43 นิ้ว รุ่น H43K85FFX สีดำ ,H43K85FFX,DEMO,TV,UHD,43-50"
S6976454833201,สินค้าตัวโชว์ HAIER LED TV ขนาด 65นิ้ว รุ่น H65K85FUX สีดำ,H65K85FUX,DEMO,TV,UHD,65-70"
8855671033459,HAIER ตู้แช่เครื่องดื่ม 2 ประตู ขนาด 26.8 คิว รุ่น SC-768BPCS3  สีดำ,SC-768BPCS3,SELLABLE,FZ,Beverage,20Q ↑
S8935311701570,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู ขนาด 16 คิว รุ่น HRF-460MNI  สีสแตนเลส,HRF-460MNI,DEMO,RF,2Dr,15-19Q
8935311701570,HAIER ตู้เย็น 2 ประตู ขนาด 16 คิว รุ่น HRF-460MNI  สีสแตนเลส,HRF-460MNI,SELLABLE,RF,2Dr,15-19Q
6976454833393,HIAER LED TV ขนาด 50 นิ้ว รุ่น H50K85FUX สีดำ,H50K85FUX,SELLABLE,TV,UHD,43-50"
S8855671030229,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม 1 ประตู 11.3 คิว SC-340BC-V4 สีขาว,SC-340BC-V4,DEMO,FZ,Beverage,10-14.9Q
S6976454833669,สินค้าตัวโชว์ HAIER LED Google TV  ขนาด 32 นิ้ว รุ่น 32H5F สีดำ,32H5F,DEMO,TV,FHD,↓ 43"
8855671031462,HAIER เครื่องซักผ้า ฝาหน้า 13/8 กก. รุ่น HWD130-BP14959S8,HWD130-BP14959S8,SELLABLE,WM,FL Wash&Dry,10-14KG
8855671033756,HAIER ตู้แช่ 2 ประตู SC-1700PCS2-LED-V5 36 คิว สีขาว,SC-1700PCS2-V5,SELLABLE,FZ,Beverage,20Q ↑
8859474604847,HAIER ตู้เย็น Side By Side Inverter ขนาด 21.7 คิว รุ่น HRF-SBS569MS CB สีน้ำเงินคราม,HRF-SBS569MS CB,SELLABLE,RF,SBS,20Q ↑
S8859474604847,สินค้าตัวโชว์ HAIER ตู้เย็น Side By Side Inverter ขนาด 21.7 คิว รุ่น HRF-SBS569MS CB สีน้ำเงินคราม,HRF-SBS569MS CB,DEMO,RF,SBS,20Q ↑
8855671031851,HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ รุ่น EI35M-B1WO(TH) สีขาว,EI35M-B1WO(TH),SELLABLE,WH,Manual,3500W
8855671031868,HAIER เครื่องทำน้ำอุ่น ขนาด 4500 วัตต์ รุ่น EI45M-B1WO(TH) สีขาว,EI45M-B1WO(TH),SELLABLE,WH,Manual,4500W
8859474604908,HAIER ตู้เย็น MULTI DOOR รุ่น HRF-MD539GBT ขนาด 18.7 คิว สีกระจกดำ,HRF-MD539GBT,SELLABLE,RF,Multi Dr,15-19Q
8855671034036,"HAIER เครื่องปรับอากาศ Inverter (UV Cool Voice) ขนาด 18,200 BTU รุ่น HSU-18VRSA05P สีชมพู",HSU-18VRSA05P,SELLABLE,AC,Inverter,18KBTU
6930265303957,HAIER ตู้แช่แนวตั้ง 2 ระบบ BD-276B 9.7 คิว สีดำ,BD-276B,SELLABLE,FZ,Vertical,↓ 10Q
S6976454833102,สินค้าตัวโชว์ HAIER LED TV ขนาด 75 นิ้ว รุ่น H75K85FUX สีดำ,H75K85FUX,DEMO,TV,UHD,75" ↑
6930265307634,HAIER ตู้แช่เครื่องดื่ม 2 ประตู ขนาด 22.1 คิว รุ่น SC-652BPC สีดำ,SC-652BPC,SELLABLE,FZ,Beverage,20Q ↑
S8859474603604,สินค้าตัวโชว์ HAIER ตู้เย็น 1 ประตู ขนาด 6.6Q รุ่น HR-SD199F CS สีซิลเวอร์,HR-SD199F CS,DEMO,RF,1Dr,↓ 10Q
S8855671027281,สินค้าตัวโชว์ HAIER ตู้แช่ฝาทึบ ขนาด 13.4 คิว รุ่น HCF-428DP สีขาว,HCF-428DP,DEMO,FZ,Chest,10-14.9Q
S8855671033459,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม 2 ประตู ขนาด 26.8 คิว รุ่น SC-768BPCS3  สีดำ,SC-768BPCS3,DEMO,FZ,Beverage,20Q ↑
S6930265307634,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม 2 ประตู ขนาด 22.1 คิว รุ่น SC-652BPC สีดำ,SC-652BPC,DEMO,FZ,Beverage,20Q ↑
S8855671034326,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู ขนาด 16.7 คิว รุ่น HRF-490IWMGU1 สีน้ำเงินกระจก,HRF-490IWMGU1,DEMO,RF,2Dr,15-19Q
8855671024285,Haier เครื่องปรับอากาศสี่ทิศทาง ขนาด 48000 BTU รุ่น HCSI-48BTR32 (380v.) สีขาว,HCSI-48BTR32,SELLABLE,CAC,CASSETTE,0
8855671028523,HAIER ตู้แช่เครื่องดื่ม 3 ประตู ขนาด 53 คิว รุ่น SC-1080VC3  สีขาว,SC-1080VC3,SELLABLE,FZ,Beverage,20Q ↑
8855671033909,HAIER เครื่องทำน้ำอุ่น Copper Tank ขนาด 4500 วัตต์ รุ่น EI45M-J1CW-F(TH) สีขาว,EI45M-J1CW-F(TH),SELLABLE,WH,Manual,4500W
8855671033893,HAIER เครื่องทำน้ำอุ่น Copper Tank ขนาด 3500 วัตต์ รุ่น EI35M-J1CW-F(TH) สีขาว,EI35M-J1CW-F(TH),SELLABLE,WH,Manual,3500W
8935311701587,HAIER ตู้เย็น 2 ประตู HRF-490MNI ขนาด 16.7 คิว สีสแตนเลส,HRF-490MNI,SELLABLE,RF,2Dr,15-19Q
S8855671025065,สินค้าตัวโชว์ HAIER เครื่องซักผ้า/อบผ้า ฝาหน้า (10/6 Kg) รุ่น HWD100-BP14959S8,HWD100-BP14959S8,DEMO,WM,FL Wash&Dry,10-14KG
S6976454833393,สินค้าตัวโชว์ HIAER LED TV ขนาด 50 นิ้ว รุ่น H50K85FUX สีดำ,H50K85FUX,DEMO,TV,UHD,43-50"
S8855671031783,สินค้าตัวโชว์ HAIER ตู้เย็นมินิบาร์ ขนาด 3.1 คิว รุ่น HR-SD95 สีดำ,HR-SD95,DEMO,RF,1Dr,↓ 10Q
S8855671030342,สินค้าตัวโชว์ HAIER ตู้เย็นมินิบาร์ 1.4 คิว รุ่น HR-SD55 สีดำ,HR-SD55,DEMO,RF,1Dr,↓ 10Q
8855671034098,"HAIER เครื่องปรับอากาศ Inverter UV Cool Deluxe ขนาด 18,200 BTU รุ่น HSU-18VRWA05 สีขาว",HSU-18VRWA05,SELLABLE,AC,Inverter,18KBTU
8855671031448,HAIER เครื่องซักผ้าฝาบน ขนาด 8 กก.รุ่น  HWM80-316S6 สีดำ,HWM80-316S6,SELLABLE,WM,Top Load,↓ 10KG
S8855671020763,สินค้าตัวโชว์ HAIER เครื่องซักผ้า 2 ถัง ขนาด 20 กก. รุ่น  HWM-T200N2 สีขาว,HWM-T200N2,DEMO,WM,Twin Tub,20KG ↑
S6901570002040,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาบน ขนาด 20 กก. รุ่น  HWM200-B1678ES8 สีดำ,HWM200-B1678ES8,DEMO,WM,Top Load,20KG ↑
S8855671034432,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า ขนาด 14 กก. รุ่น HW140-BP14367S8U1 สีดำ,HW140-BP14367S8U1,DEMO,WM,Front Load,10-14KG
6901570002040,HAIER เครื่องซักผ้าฝาบน ขนาด 20 กก. รุ่น  HWM200-B1678ES8 สีดำ,HWM200-B1678ES8,SELLABLE,WM,Top Load,20KG ↑
8855671034432,HAIER เครื่องซักผ้าฝาหน้า ขนาด 14 กก. รุ่น HW140-BP14367S8U1 สีดำ,HW140-BP14367S8U1,SELLABLE,WM,Front Load,10-14KG
8855671020763,HAIER เครื่องซักผ้า 2 ถัง ขนาด 20 กก. รุ่น  HWM-T200N2 สีขาว,HWM-T200N2,SELLABLE,WM,Twin Tub,20KG ↑
8855671029988,Haier เครื่องซักผ้าฝาบน ขนาด 10กก. รุ่น HWM100-316S6 สีดำ,HWM100-316S6,SELLABLE,WM,Top Load,10-14KG
8855671034418,HAIER เครื่องซักผ้าฝาหน้า ขนาด 12 กก. รุ่น HW120-BP14367S8U1 สีดำ,HW120-BP14367S8U1,SELLABLE,WM,Front Load,10-14KG
S8855671034418,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า ขนาด 12 กก. รุ่น HW120-BP14367S8U1 สีดำ,HW120-BP14367S8U1,DEMO,WM,Front Load,10-14KG
6901018052644,HAIER ตู้เย็น SIDE BY SIDE 21.8 คิว HRF-SBS636IWSLBU1 สีดำ ,HRF-SBS636IW(SLB)U1,SELLABLE,RF,SBS,20Q ↑
8855671034661,HAIER เครื่องอบผ้าฝาหน้า ขนาด 14 กก. รุ่น HD140-AR367S8U1 สีดำ,HD140-AR367S8U1,SELLABLE,WM,Dryer,10-14KG
8855671034425,HAIER เครื่องซักผ้า/อบผ้า ขนาด 14/8 กก. รุ่น HWD140-BP14367S8U1 สีดำ,HWD140-BP14367S8U1,SELLABLE,WM,FL Wash&Dry,10-14KG
8855671030694,"HAIER เครื่องปรับอากาศ แบบสี่ทิศทาง Inverter 220v. ขนาด 30,800 BTU รุ่น HCSI-30PSR32 สีขาว",HCSI-30PSR32,SELLABLE,CAC,CASSETTE,0
6930265309768,HAIER ตู้แช่ 2 ระบบ ขนาด 24.9 คิว รุ่น HCF-728DPV2  สีขาว,HCF-728DPV2,SELLABLE,FZ,Chest,20Q ↑
6930265311068,HAIER ตู้แช่ 2 ระบบ 17.7 คิว รุ่น HCF-568DPV2  สีขาว,HCF-568DPV2,SELLABLE,FZ,Chest,15-19.9Q
8855671033428,"HAIER เครื่องปรับอากาศ Inverter 18,000 BTU รุ่น HSU-18VQEC03T สีขาว",HSU-18VQEC03T,SELLABLE,AC,Inverter,18KBTU
8855671034678,HAIER เครื่องอบผ้าฝาหน้า ขนาด 10 กก. รุ่น HD100-A357S8 สีดำ,HD100-A357S8,SELLABLE,WM,Dryer,10-14KG
S8855671034425,สินค้าตัวโชว์ HAIER เครื่องซักผ้า/อบผ้า ขนาด 14/8 กก. รุ่น HWD140-BP14367S8U1 สีดำ,HWD140-BP14367S8U1,DEMO,WM,FL Wash&Dry,10-14KG
8855671034050,"HAIER เครื่องปรับอากาศ Inverter (UV Cool Voice) ขนาด 18,200 BTU รุ่น HSU-18VRSA05B สีฟ้า",HSU-18VRSA05B,SELLABLE,AC,Inverter,18KBTU
8855671035033,"HAIER เครื่องปรับอากาศ Inverter ขนาด 12,300 BTU รุ่น HSU-12VQRC05 สีขาว",HSU-12VQRC05,SELLABLE,AC,Inverter,12-13KBTU
S8855671034678,สินค้าตัวโชว์ HAIER เครื่องอบผ้าฝาหน้า ขนาด 10 กก. รุ่น HD100-A357S8 สีดำ,HD100-A357S8,DEMO,WM,Dryer,10-14KG
8855671035620,"HAIER เครื่องปรับอากาศ Inverter ขนาด 12,300 BTU รุ่น HSU-12VQEC05 สีขาว",HSU-12VQEC05,SELLABLE,AC,Inverter,12-13KBTU
S8855671035446,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า 3 ถัง ขนาด 14kg รุ่น HW140-BD14697WU1 สีขาว,HW140-BD14697WU1,SELLABLE,WM,Front Load,10-14KG
8855671034708,"HAIER เครื่องปรับอากาศ Inverter ขนาด 12,300 BTU รุ่น HSU-12VRRA05BF สีขาว",HSU-12VRRA05BF,SELLABLE,AC,Inverter,12-13KBTU
8855671034982,"HAIER เครื่องปรับอากาศ Inverter ขนาด 9,200 BTU รุ่น HSU-09VRRA05SBF สีขาว",HSU-09VRRA05SBF,SELLABLE,AC,Inverter,10KBTU↓
8855671034999,"HAIER เครื่องปรับอากาศ Inverter ขนาด 18,000 BTU รุ่น HSU-18VRRA05BF สีขาว",HSU-18VRRA05BF,SELLABLE,AC,Inverter,18KBTU
8855671035644,"HAIER เครื่องปรับอากาศ Inverter ขนาด 18,200 BTU รุ่น HSU-18VQEC05 สีขาว",HSU-18VQEC05,SELLABLE,AC,Inverter,18KBTU
8855671035569,"HAIER เครื่องปรับอากาศ Inverter ขนาด 24,200 BTU รุ่น HSU-24VRRA05BF สีขาว",HSU-24VRRA05BF,SELLABLE,AC,Inverter,24KBTU↑
8855671035446,HAIER เครื่องซักผ้าฝาหน้า 3 ถัง ขนาด 14kg รุ่น HW140-BD14697WU1 สีขาว,HW140-BD14697WU1,SELLABLE,WM,Front Load,10-14KG
8855671035026,"HAIER เครื่องปรับอากาศ Inverter ขนาด 9,200 BTU รุ่น HSU-09VQRC05 สีขาว",HSU-09VQRC05,SELLABLE,AC,Inverter,10KBTU↓
8855671035057,"HAIER เครื่องปรับอากาศ Inverter ขนาด 18,000 BTU รุ่น HSU-18VQRC05 สีขาว",HSU-18VQRC05,SELLABLE,AC,Inverter,18KBTU
8855671035583,"HAIER เครื่องปรับอากาศ Inverter ขนาด 24,000 BTU รุ่น HSU-24VQRC05 สีขาว",HSU-24VQRC05,SELLABLE,AC,Inverter,24KBTU↑
8855671035354,"HAIER เครื่องปรับอากาศ Inverter ขนาด 30,700 BTU รุ่น HSU-30VQAC03T สีขาว",HSU-30VQAC03T(PIPE_IN),SELLABLE,AC,Inverter,24KBTU↑
8855671035507,"HAIER เครื่องปรับอากาศ Inverter ขนาด 18,200 BTU รุ่น HSU-18VRSA05SBF สีเงิน",HSU-18VRSA05SBF,SELLABLE,AC,Inverter,18KBTU
8855671035460,"HAIER เครื่องปรับอากาศ Inverter ขนาด 12,300 BTU รุ่น HSU-13VRSA05BBF สีฟ้า",HSU-13VRSA05BBF,SELLABLE,AC,Inverter,12-13KBTU
8855671035668,"HAIER เครื่องปรับอากาศ Inverter ขนาด 9,000 BTU รุ่น HSU-09VQEC05 สีขาว",HSU-09VQEC05,SELLABLE,AC,Inverter,10KBTU↓
6901018097454,HAIER ตู้เย็น MULTI DOOR HRF-FD529I(MLW)GU1 18 คิว สีขาวครีม,HRF-FD529I(MLW)GU1,SELLABLE,RF,Multi Dr,15-19Q
S8855671035941,สินค้าตัวโชว์ HAIER เครื่องซักผ้า/อบผ้า 10/6Kg รุ่น HWD100-BP12357S8 สีดำ,HWD100-BP12357S8,SELLABLE,WM,FL Wash&Dry,10-14KG
6930265310870,HAIER ตู้แช่ 2 ระบบ 14.8 คิว รุ่น HCF-478DPV2 คิว สีขาว,HCF-478DPV2,SELLABLE,FZ,Chest,10-14.9Q
S6930265310870,สินค้าตัวโชว์ HAIER ตู้แช่ 2 ระบบ 14.8 คิว รุ่น HCF-478DPV2 คิว สีขาว,HCF-478DPV2,DEMO,FZ,Chest,10-14.9Q
8855671035293,"HAIER แอร์ตั้งพื้น Inverter ขนาด 24,500 BTU All Comfort Series รุ่น HPU-24FSE03T สีทอง",HPU-24FSE03T,SELLABLE,AC,Floor Standing,24KBTU↑
S8855671033923,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู ขนาด 16 คิว รุ่น HRF-460MGI สีขาวกระจก,HRF-460MGI,SELLABLE,RF,2Dr,15-19Q
8855671035682,"HAIER เครื่องปรับอากาศ Inverter ขนาด 24,000 BTU รุ่น HSU-24VQEC05 สีขาว",HSU-24VQEC05,SELLABLE,AC,Inverter,24KBTU↑
8855671030960,HAIER เครื่องทำน้ำอุ่น Digital Copper Tank ขนาด 3500 วัตต์ รุ่น EI35E-F3CS(TH) สีดำ,EI35E-F3CS(TH),SELLABLE,WH,Digital,3500W
8855671030977,HAIER เครื่องทำน้ำอุ่น Digital Copper Tank ขนาด 4500 วัตต์ รุ่น EI45E-F3CS(TH) สีดำ,EI45E-F3CS(TH),SELLABLE,WH,Digital,4500W
8855671026079,HAIER ตู้แช่เครื่องดื่ม 1 ประตู ขนาด 8.4 คิว รุ่น SC-240BC-V3 สีขาว,SC-240BC-V3,SELLABLE,FZ,Beverage,↓ 10Q
S8855671034661,สินค้าตัวโชว์ HAIER เครื่องอบผ้าฝาหน้า ขนาด 14 กก. รุ่น HD140-AR367S8U1 สีดำ,HD140-AR367S8U1,DEMO,WM,Dryer,10-14KG
8855671034487,HAIER ตู้กดน้ำเย็น-น้ำร้อน-น้ำธรรมดา (ถังบน) รุ่น HDC-TB3B1W-TH สีขาว,HDC-TB3B1W-TH,SELLABLE,WH,Water Dispenser,0
8855671034340,HAIER ตู้กดน้ำเย็น-น้ำร้อน-น้ำธรรมดา (ถังล่าง) รุ่น HDC-BB3A1B-TH สีดำ,HDC-BB3A1B-TH,SELLABLE,WH,Water Dispenser,0
S8855671034487,สินค้าตัวโชว์ HAIER ตู้กดน้ำเย็น-น้ำร้อน-น้ำธรรมดา (ถังบน) รุ่น HDC-TB3B1W-TH สีขาว,HDC-TB3B1W-TH,DEMO,WH,Water Dispenser,0
S8855671034340,สินค้าตัวโชว์ HAIER ตู้กดน้ำเย็น-น้ำร้อน-น้ำธรรมดา (ถังล่าง) รุ่น HDC-BB3A1B-TH สีดำ,HDC-BB3A1B-TH,DEMO,WH,Water Dispenser,0
S6976454835137,สินค้าตัวโชว์ HAIER Smart TV QLED ขนาด 55 นิ้ว รุ่น H55S80GUX สีดำ,H55S80GUX,DEMO,TV,QLED,55-58"
S6976454835144,สินค้าตัวโชว์ HAIER Smart TV QLED ขนาด 65 นิ้ว รุ่น H65S80GUX สีดำ,H65S80GUX,DEMO,TV,QLED,65-70"
S6976454837124,สินค้าตัวโชว์ HAIER LED TV 4K ขนาด 65นิ้ว รุ่น H65K85GUX สีดำ,H65K85GUX,DEMO,TV,UHD,65-70"
S6976454837131,สินค้าตัวโชว์ HAIER LED 4K TV ขนาด 55 นิ้ว รุ่น H55K85GUX สีดำ,H55K85GUX,DEMO,TV,UHD,55-58"
S8855671026079,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม 1 ประตู 8.4 คิว SC-240BC-V3  สีขาว,SC-240BC-V3,DEMO,FZ,Beverage,↓ 10Q
6976454836288,HAIER LED Digital TV ขนาด 32 นิ้ว รุ่น H32K70G สีดำ,H32K70G,SELLABLE,TV,UHD,↓ 43"
6976454836172,HAIER Smart TV QLED ขนาด 43 นิ้ว รุ่น H43S70GFX สีดำ,H43S70GFX,SELLABLE,TV,FHD,43-50"
6976454837124,HAIER LED TV 4K ขนาด 65นิ้ว รุ่น H65K85GUX สีดำ,H65K85GUX,SELLABLE,TV,UHD,65-70"
6976454837131,HAIER LED 4K TV ขนาด 55 นิ้ว รุ่น H55K85GUX สีดำ,H55K85GUX,SELLABLE,TV,UHD,55-58"
6976454835137,HAIER Smart TV QLED ขนาด 55 นิ้ว รุ่น H55S80GUX สีดำ,H55S80GUX,SELLABLE,TV,QLED,55-58"
6976454835151,HAIER LED TV 4K ขนาด 75 นิ้ว รุ่น H75K85GUX สีดำ,H75K85GUX,SELLABLE,TV,UHD,75" ↑
S6976454835151,สินค้าตัวโชว์ HAIER LED TV 4K ขนาด 75 นิ้ว รุ่น H75K85GUX สีดำ,H75K85GUX,DEMO,TV,UHD,75" ↑
S8855671028523,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม 3 ประตู ขนาด 53 คิว รุ่น SC-1080VC3  สีขาว,SC-1080VC3,DEMO,FZ,Beverage,20Q ↑
S6976454836288,สินค้าตัวโชว์ HAIER LED Digital TV ขนาด 32 นิ้ว รุ่น H32K70G สีดำ,H32K70G,DEMO,TV,UHD,↓ 43"
S6976454836172,สินค้าตัวโชว์ HAIER Smart TV QLED ขนาด 43 นิ้ว รุ่น H43S70GFX สีดำ,H43S70GFX,DEMO,TV,FHD,43-50"
